2014-10-1,48.534771404687554
2014-10-2,42.367318806707
2014-10-3,36.70800712089434
2014-10-6,59.443742974218786
2014-10-7,53.32819363348023
2014-10-8,62.09869356150074
2014-10-9,47.27404785882136
2014-10-10,100.99772602617396
2014-10-14,55.03599064455907
2014-10-15,54.21300544063438
2014-10-16,47.02670971715974
2014-10-17,40.11088751844171
2014-10-20,56.81464944642398
2014-10-21,48.90148746844601
2014-10-22,47.03220751308804
2014-10-23,38.989561481821646
2014-10-24,73.20471649713932
2014-10-27,46.06735930906762
2014-10-28,38.052273511999424
2014-10-29,36.173709409317354
2014-10-30,28.410958491139912
2014-10-31,21.21482921888879
2014-11-4,31.06540325712471
2014-11-5,30.428326038552324
2014-11-6,24.128280410441832
2014-11-7,74.44612780130134
2014-11-10,39.68357357689068
2014-11-11,34.61351336230829
2014-11-12,35.62244334085262
2014-11-13,31.018488791411475
2014-11-14,27.008669228380356
2014-11-17,51.888746875299596
2014-11-18,47.97800813098884
2014-11-19,49.89685450611942
2014-11-20,46.12304769557618
2014-11-21,89.19371989101013
2014-11-25,63.92081960115167
2014-11-26,65.49244303908708
2014-11-27,61.29291590737585
2014-11-28,57.34109051501511
